subject,robot,target_id,moves
433912,white,13565,"['2,1', '1,1', '4,1', '3,2', '3,3', '3,5', '3,6', '5,3', '0,1', '3,4', '3,1']"
433912,white,17648,"['3,1', '4,1', '4,2', '4,3', '5,1', '3,4', '3,5', '6,1', '2,2']"
433912,white,7246,"['0,2', '1,2', '2,2', '3,2', '3,3', '2,3', '4,2', '4,3', '4,2', '4,3', '4,2', '1,6', '3,0', '2,5', '2,0', '3,1']"
433912,white,8232,"['2,1', '1,1', '5,1', '3,1', '3,5']"
433912,white,10950,"['0,1', '0,4', '1,1']"
433912,white,2290,"['0,4', '0,4', '1,4', '1,3', '6,6', '6,3', '2,4', '5,5', '4,2']"
433912,white,14000,"['6,4', '6,5', '4,1', '4,1', '4,2', '1,2', '3,4', '5,4', '3,3', '2,3', '6,4', '3,1']"
433912,white,5663,"['0,0', '4,0', '4,4', '0,4', '3,1', '5,0', '3,4']"
433912,white,10934,"['1,1', '6,1', '6,5', '1,5', '6,6', '6,3', '1,3', '6,6', '3,3', '3,3', '3,3', '2,1', '1,4', '4,4', '4,3', '4,2']"
433912,white,1710,"['0,1', '0,4', '3,4', '3,1', '2,2', '2,3', '1,3', '1,2', '1,0', '4,2', '2,5']"
433912,blue,13565,"['1,1', '2,1', '1,1', '1,1', '1,1', '2,1', '2,1', '3,2', '2,5', '4,1', '4,5', '3,4', '3,5', '5,1']"
433912,blue,17648,"['3,1', '4,1', '5,1', '4,2', '6,1', '2,1', '3,4']"
433912,blue,7246,"['0,2', '0,5', '0,6', '1,5']"
433912,blue,2290,"['1,3', '1,2', '0,3', '1,4', '6,2', '1,2', '1,5', '2,4', '2,3', '2,3', '2,3', '2,3', '1,4', '1,4', '2,3', '2,3', '2,3', '1,6', '6,3']"
433912,blue,8232,"['2,1', '2,0', '2,2', '1,1', '2,4', '2,4', '2,5', '2,3', '5,1', '5,1', '5,1', '3,1', '3,2']"
433912,blue,10950,"['0,0', '0,1', '0,5', '1,0', '0,4', '1,4', '4,0', '4,1', '6,4']"
433912,blue,10934,"['1,1', '0,0', '3,3', '4,3', '3,4', '4,4', '3,2']"
433912,blue,14000,"['2,1', '2,2', '3,2', '3,3', '4,2', '5,2', '6,1']"
433912,blue,5663,"['0,0', '1,0', '0,1', '1,1', '4,0', '1,3']"
433912,blue,1710,"['0,1', '3,1', '3,4', '2,2', '4,1']"
444369,white,13565,"['2,1', '2,2', '2,3', '3,2', '3,3', '2,0', '3,0', '5,1', '3,4']"
444369,white,17648,"['2,1', '3,0', '3,1', '2,1', '2,1', '4,1', '3,2', '3,3', '4,4', '2,4', '2,3', '2,2', '2,0', '2,1', '2,1', '2,2', '2,2', '2,3', '2,3', '2,4', '2,4', '3,1', '4,1', '4,1', '3,1', '4,2', '4,2', '4,2', '4,3', '3,2', '3,3', '4,4', '6,1']"
444369,white,8232,"['2,1', '4,1', '3,1']"
444369,white,10950,"['1,0', '3,0', '5,0', '0,0', '2,0', '4,0', '6,0', '0,4', '2,4', '4,4', '6,4', '6,2', '0,2', '1,1', '1,3']"
444369,white,7246,"['0,0', '0,1', '0,6', '0,2', '0,3', '0,5', '2,5', '2,2', '3,2', '3,5', '1,2', '1,5', '4,2']"
444369,white,2290,"['1,3', '1,6', '6,6', '6,3', '6,2']"
444369,white,14000,"['2,2', '2,3', '2,5', '2,2', '2,2', '2,1', '2,2', '2,2', '2,3', '2,3', '2,4', '2,5', '2,0', '2,5', '3,2', '5,2', '5,4']"
444369,white,1710,"['0,1', '3,1', '1,2', '1,3', '0,4', '3,4', '4,2', '1,0', '1,5']"
444369,white,10934,"['3,3', '4,3', '3,1', '3,5', '1,3', '6,3', '4,2']"
444369,white,5663,"['0,0', '0,4', '4,4', '4,0', '2,2', '2,3', '2,1', '1,2', '3,2', '0,5', '4,5', '5,4']"
444369,blue,10950,"['6,5', '6,6', '0,5', '0,6', '0,0', '0,4', '6,4', '6,0', '2,2', '1,3']"
444369,blue,2290,"['0,6', '1,2', '6,2', '0,3', '1,3', '1,6', '6,6', '6,3', '2,4']"
444369,blue,8232,"['0,1', '0,5', '1,5', '1,1', '5,1', '5,5', '3,6', '3,0', '2,1', '4,1', '4,5', '2,5', '3,1', '3,5', '3,3']"
444369,blue,13565,"['2,1', '4,1', '4,5', '2,5', '3,3', '3,2']"
444369,blue,17648,"['3,1', '5,1', '5,4', '3,4', '4,2']"
444369,blue,7246,"['0,2', '0,5', '2,5', '2,2', '1,2', '1,2', '1,2', '3,2', '3,5', '1,5', '4,2']"
444369,blue,5663,"['4,0', '3,0', '4,0', '4,0', '4,4', '0,4', '0,0', '1,1']"
444369,blue,14000,"['2,1', '6,1', '3,4', '5,4', '2,4', '6,4', '3,1', '5,1', '3,2', '5,3']"
444369,blue,1710,"['0,1', '0,4', '4,4', '4,4', '4,4', '3,4', '2,2']"
444369,blue,10934,"['6,1', '6,5', '4,3', '3,3', '1,3', '1,1', '1,5', '3,4']"
467853,white,10950,"['6,4', '3,5', '1,2', '0,1', '4,0']"
467853,white,14000,"['6,4', '4,0', '2,1', '2,5', '0,1', '4,3', '1,3']"
467853,white,10934,"['6,3', '2,1', '3,4', '1,5', '0,2', '3,0']"
467853,white,8232,"['2,1', '4,4', '2,5', '2,5', '3,5', '3,5', '4,5', '4,5', '1,3', '4,5', '5,3', '5,3', '5,1', '3,0', '2,2', '2,2', '3,3']"
467853,white,7246,"['3,5', '4,2', '0,2', '0,2', '2,3', '2,3', '2,2', '2,2', '2,5', '1,2', '1,1', '1,1', '0,5', '2,3']"
467853,white,17648,"['4,2', '5,1', '4,3', '3,4', '3,4', '3,2', '4,4']"
467853,white,13565,"['4,3', '2,1', '2,1', '2,2', '3,4', '4,1', '4,1', '3,1', '3,1', '2,4', '2,4', '2,5', '2,5', '3,5', '3,5', '3,1', '3,1', '4,4', '3,1']"
467853,white,2290,"['1,3', '6,3', '4,4', '3,2', '0,6', '0,6', '0,3', '1,6']"
467853,white,5663,"['0,0', '2,2', '2,2', '3,3', '3,3', '0,4', '0,4', '0,5', '0,5', '4,4', '4,4', '4,0', '4,0', '4,2', '4,2', '0,4', '0,4', '4,4', '2,0', '2,0', '3,0', '3,0', '5,0', '2,3', '1,0', '1,0', '0,3', '1,6', '1,5', '1,5', '3,5', '3,5', '3,0']"
467853,white,1710,"['2,3', '2,3', '0,1', '0,1', '0,2', '0,2', '0,3', '0,3', '0,4', '4,1', '4,1', '3,1', '3,1', '2,1', '2,1', '0,4', '2,3', '2,3', '4,3', '4,3', '3,3', '3,1', '3,1', '4,5', '1,2', '1,2', '0,1', '0,4', '0,4', '3,4', '3,4', '3,2', '4,5', '4,2', '4,2', '4,1', '1,2', '1,2', '1,3', '1,3', '2,3', '2,3', '2,2', '2,2', '2,4', '2,4', '3,2', '3,3', '3,3', '0,4', '1,3', '1,5']"
467853,blue,7246,"['0,5', '3,2', '1,4', '4,1']"
467853,blue,13565,"['2,1', '3,3', '4,5', '3,6', '4,3', '3,2']"
467853,blue,10950,"['6,4', '0,5', '3,0', '1,2']"
467853,blue,14000,"['6,1', '2,4']"
467853,blue,2290,"['1,3', '5,4', '4,6']"
467853,blue,17648,"['3,1', '4,3']"
467853,blue,8232,"['2,1', '3,5', '4,2', '1,3']"
467853,blue,5663,"['4,4', '2,0', '2,2', '0,2', '1,4']"
467853,blue,10934,"['1,1', '5,3', '6,3', '2,4', '4,3']"
467853,blue,1710,"['3,1', '3,1', '3,1', '3,1', '3,1', '0,4', '1,2']"
470513,white,17648,"['3,1', '5,4', '4,2', '4,5', '2,3', '6,2']"
470513,white,13565,"['2,3', '4,3', '3,1', '3,2', '1,3', '4,5', '4,6']"
470513,white,8232,"['2,1', '2,3', '2,2', '2,4', '4,2', '4,5', '3,2', '3,5', '5,1', '1,3']"
470513,white,5663,"['0,0', '4,4', '4,0', '0,4', '3,2', '1,5']"
470513,white,7246,"['3,2', '1,5', '0,2', '2,4', '0,5', '1,2', '4,4']"
470513,white,10950,"['0,0', '6,4', '1,0', '4,5', '1,1']"
470513,white,14000,"['6,1', '5,1', '3,3', '2,1', '5,3', '4,0']"
470513,white,1710,"['3,4', '3,1', '0,4', '0,1', '1,4', '2,2', '4,3', '1,5', '0,0']"
470513,white,10934,"['1,1', '6,5', '5,3', '4,3', '3,3', '3,5', '3,5', '3,5', '4,1', '1,3', '3,4', '6,3', '2,3', '3,1', '5,0']"
470513,white,2290,"['3,3', '6,6', '4,5', '2,5', '1,4']"
470513,blue,7246,"['0,5', '0,2', '1,2', '3,2']"
470513,blue,10950,"['0,0', '1,0', '1,1', '1,2', '1,3', '1,4', '6,0']"
470513,blue,13565,"['3,2', '3,4', '3,1']"
470513,blue,2290,"['2,4', '5,5', '5,3', '1,3', '0,4', '6,6', '2,6', '3,5', '4,5']"
470513,blue,8232,"['3,2', '2,2', '3,5', '3,2', '2,2', '2,2', '2,2', '2,1', '3,1', '3,6', '5,3', '3,3']"
470513,blue,17648,"['3,2', '3,1', '4,3']"
470513,blue,1710,"['0,2', '0,2', '0,1', '0,1', '0,2', '3,2', '3,4', '1,1']"
470513,blue,5663,"['0,0', '4,0', '4,4', '0,4', '3,3', '1,0', '1,0', '1,0', '4,1']"
470513,blue,14000,"['6,1', '2,3', '2,2', '4,3']"
470513,blue,10934,"['1,1', '1,1', '1,1', '1,1', '1,1', '1,1', '1,1', '5,3', '6,1', '6,5', '3,3']"
588130,white,1710,"['1,3', '0,1', '0,0', '0,4', '0,5', '4,4', '3,4']"
588130,white,5663,"['0,0', '4,4', '1,1', '1,6', '1,0', '5,0', '0,1', '0,1', '0,1', '1,5']"
588130,white,2290,"['1,3', '1,2', '6,6', '2,3', '2,4', '0,3']"
588130,white,10934,"['1,1', '0,1', '1,0', '1,6', '6,5', '3,3', '6,4', '5,3']"
588130,white,8232,"['2,1', '4,5', '2,2', '4,4', '4,6', '5,1', '1,1', '3,2', '3,0']"
588130,white,14000,"['2,1', '6,4', '6,5', '6,0']"
588130,white,10950,"['3,2', '2,3', '1,2', '2,5', '0,4', '6,4', '6,0']"
588130,white,7246,"['0,2', '0,3', '1,2', '1,1', '4,2', '3,2', '1,3', '1,6', '1,5']"
588130,white,13565,"['3,3', '3,4', '3,2', '2,1', '4,5', '5,3', '3,6', '3,0', '1,3']"
588130,white,17648,"['3,1', '5,4', '3,4', '4,2', '4,5', '2,3', '6,3', '4,0']"
588130,blue,10934,"['0,0', '1,1', '6,5', '3,3', '5,3']"
588130,blue,17648,"['3,1', '5,4', '4,2']"
588130,blue,10950,"['0,4', '6,0', '1,0', '1,1']"
588130,blue,13565,"['2,1', '4,5', '3,3']"
588130,blue,8232,"['2,1', '4,5', '2,2']"
588130,blue,7246,"['0,2', '3,5', '1,2', '1,3', '4,2']"
588130,blue,14000,"['2,1', '6,4']"
588130,blue,1710,"['0,1', '3,4', '1,2']"
588130,blue,2290,"['1,3', '6,6', '2,4', '5,5']"
588130,blue,5663,"['0,0', '4,4']"
632082,white,10950,"['6,5', '0,5', '0,6', '6,6', '6,0', '6,1', '3,2', '0,1', '0,1', '0,1', '0,3', '0,4', '1,3', '3,3', '1,1']"
632082,white,17648,"['3,4', '5,4', '5,1', '3,1', '4,1', '4,3', '4,4', '2,4', '6,4']"
632082,white,10934,"['4,3', '3,3', '1,0', '1,1', '6,1', '5,3', '2,3']"
632082,white,5663,"['0,5', '4,5', '3,3', '4,4', '0,4', '4,0', '0,0', '3,0']"
632082,white,14000,"['6,0', '6,5', '1,4', '1,1', '2,1', '1,2', '3,2', '2,2', '1,2', '3,3', '3,2', '3,3', '3,2', '4,2', '5,2', '2,4', '6,4', '6,3', '6,3', '6,2', '5,0', '5,0', '5,1']"
632082,white,2290,"['6,6', '1,6', '1,3', '6,3', '5,4']"
632082,white,13565,"['4,1', '4,5', '1,5', '1,5', '2,5', '2,1', '3,3', '3,4', '3,2', '2,4', '4,4', '1,3', '2,0', '2,6']"
632082,white,7246,"['4,1', '4,5', '3,2', '2,2', '2,3', '2,4', '2,5']"
632082,white,8232,"['4,3', '3,4', '2,3', '3,2', '3,3', '5,2', '1,2', '3,5', '3,5', '3,6', '3,0', '3,5', '2,4', '4,2', '4,1', '4,1', '4,1']"
632082,white,1710,"['0,1', '3,1', '2,2', '3,4', '0,4', '3,0', '4,2']"
632082,blue,10950,"['6,0', '5,1', '4,1', '5,2', '4,3', '3,1', '2,1', '1,1']"
632082,blue,7246,"['1,3', '0,3', '2,3', '3,3', '3,5', '3,2']"
632082,blue,14000,"['2,2', '2,4', '4,4', '3,2', '4,2', '5,2', '2,3']"
632082,blue,13565,"['3,2', '3,4', '2,2', '2,3', '2,4', '2,5', '3,5']"
632082,blue,1710,"['0,1', '3,1', '3,4', '1,3']"
632082,blue,17648,"['3,1', '3,4', '4,4', '4,3']"
632082,blue,5663,"['4,0', '4,4', '0,4']"
632082,blue,2290,"['1,6', '6,6', '6,3', '3,4', '5,4']"
632082,blue,8232,"['2,1', '2,2', '3,1', '4,2', '3,5', '3,4', '2,5', '4,5', '5,5', '1,5']"
632082,blue,10934,"['1,1', '4,3', '3,3', '6,1', '2,3']"
668956,white,17648,"['4,1', '4,3', '5,2']"
668956,white,14000,"['5,1', '2,2', '2,3', '4,3', '4,1', '5,2']"
668956,white,10934,"['5,2', '3,1', '2,4', '2,5', '3,3', '3,2', '6,4', '5,6', '0,3']"
668956,white,10950,"['4,4', '0,2', '3,3', '2,5', '2,3', '4,1']"
668956,white,7246,"['0,4', '2,2', '1,6', '4,4', '1,1']"
668956,white,13565,"['4,4', '2,1', '5,2', '2,0', '3,3', '1,5', '2,6', '1,2', '2,5']"
668956,white,1710,"['3,2', '1,0', '4,3', '1,4', '3,4', '4,4', '1,5', '2,3', '0,2', '2,1']"
668956,white,8232,"['4,4', '5,4', '2,6', '1,0', '4,0', '1,3', '1,3', '2,2', '3,3', '4,5', '2,1', '1,3']"
668956,white,5663,"['4,3', '1,4', '0,0', '5,1', '3,1']"
668956,white,2290,"['1,3', '3,6', '5,6', '4,5', '0,4', '3,2', '5,6', '5,6', '5,6', '6,4']"
668956,blue,17648,"['4,4', '2,2', '5,1', '4,2']"
668956,blue,5663,"['4,3', '2,0', '0,2', '3,4', '2,3', '2,5']"
668956,blue,8232,"['4,5', '2,1', '3,3']"
668956,blue,13565,"['3,4', '4,1', '2,5']"
668956,blue,10934,"['3,2', '1,5', '5,5', '6,4', '6,1', '4,3']"
668956,blue,14000,"['2,4', '3,1', '6,2', '6,3', '5,3']"
668956,blue,1710,"['3,4', '3,1', '0,1', '1,2']"
668956,blue,10950,"['6,4', '0,2', '2,0', '4,3', '3,5', '5,1']"
668956,blue,2290,"['1,3', '6,3', '4,6', '5,5']"
668956,blue,7246,"['3,4', '1,2', '0,5']"
694775,white,2290,"['3,4', '3,0', '4,3', '0,5', '3,5', '6,5']"
694775,white,13565,"['3,3', '4,3', '4,4', '3,0', '2,3', '3,6', '1,3', '4,1', '4,5']"
694775,white,14000,"['5,1', '5,2', '5,4', '3,2']"
694775,white,10934,"['4,3', '4,5', '4,1', '2,2', '3,4', '3,3']"
694775,white,8232,"['2,3', '4,3', '3,3', '3,5', '3,6', '3,1', '0,3', '5,3']"
694775,white,7246,"['2,2', '2,2', '2,2', '0,5', '1,2', '2,2', '1,2', '2,2', '1,2', '2,5', '2,5', '3,5', '2,6', '4,3', '4,3', '5,3', '2,3']"
694775,white,17648,"['4,1', '4,4', '4,2', '3,3', '3,3', '3,3', '2,3', '6,3']"
694775,white,5663,"['0,0', '0,0', '0,0', '1,0', '4,4', '0,4', '2,2', '2,6', '4,3', '3,2', '1,2']"
694775,white,10950,"['0,1', '6,3', '0,4', '6,0', '2,2', '3,2', '3,5', '4,1']"
694775,white,1710,"['1,1', '2,4', '4,3', '3,4', '2,3', '2,5', '2,0']"
694775,blue,10950,"['0,0', '6,4', '6,3', '6,3', '4,3', '3,3', '6,5', '6,5', '6,3', '6,2', '6,5']"
694775,blue,7246,"['0,1', '0,1', '0,2', '2,5', '1,3', '3,3', '4,3']"
694775,blue,10934,"['3,3', '5,3', '6,3', '6,2', '1,3']"
694775,blue,1710,"['1,5', '3,4', '0,1', '1,1', '2,3']"
694775,blue,8232,"['3,3', '3,4', '4,5', '4,1', '5,3']"
694775,blue,14000,"['2,1', '2,1', '2,1', '6,1', '6,4', '4,2']"
694775,blue,13565,"['3,3', '3,5', '3,1']"
694775,blue,2290,"['1,3', '6,6', '3,4', '4,5']"
694775,blue,17648,"['4,3', '4,4', '3,4', '2,3', '4,1']"
694775,blue,5663,"['0,0', '4,4', '3,0', '4,1', '2,1']"
700893,white,7246,"['0,2', '0,6', '3,2', '4,2', '0,1', '0,5', '2,2', '2,5', '1,2', '3,5', '4,2', '4,3', '4,2', '4,3', '1,5', '1,3']"
700893,white,17648,"['3,1', '3,4', '2,1', '6,4', '4,1', '4,2', '3,5']"
700893,white,10950,"['0,0', '0,4', '0,5', '6,5', '6,4', '1,4', '1,3']"
700893,white,14000,"['2,1', '6,4', '1,1', '2,5', '2,0', '3,2', '3,1']"
700893,white,8232,"['2,1', '2,5', '1,1', '2,0', '2,6', '2,2', '5,1', '4,5', '4,5', '4,5', '3,5', '3,1', '2,4', '5,1', '4,1', '4,1', '5,1', '4,1', '2,3', '4,3', '3,4']"
700893,white,13565,"['2,1', '2,5', '4,5', '4,1', '1,0', '1,0', '1,1', '2,0', '5,1', '4,6', '3,2', '3,4', '4,2', '4,2', '4,2']"
700893,white,2290,"['1,6', '1,6', '1,6', '1,3', '6,3', '6,6', '0,6', '1,2', '2,4']"
700893,white,1710,"['0,1', '3,4', '0,0', '0,5', '4,4', '1,2', '0,2']"
700893,white,5663,"['0,0', '0,0', '0,0', '0,4', '4,4', '4,0', '1,1', '0,1', '5,0', '1,3', '1,3', '3,4']"
700893,white,10934,"['1,1', '6,5', '6,1', '0,1', '1,6', '1,2', '1,0', '5,2']"
700893,blue,7246,"['1,1', '1,2', '1,3', '2,2', '2,2', '2,2', '2,2', '1,2', '2,2', '2,2', '1,5', '1,1', '1,1', '1,5', '1,3', '1,3', '1,3', '1,1', '2,2', '4,3', '2,2', '4,3', '0,0', '0,1', '0,2', '0,0', '0,0', '0,0', '0,1', '0,1', '0,1', '0,2', '0,1', '0,2', '0,2', '0,1', '0,1', '0,2', '0,2', '0,1', '0,1', '0,2', '0,2', '0,1', '6,1', '6,2', '6,2', '6,1', '1,1', '1,1', '0,1', '0,2', '0,3', '0,3', '0,2', '0,1', '0,2', '1,2', '2,2', '2,2', '5,2', '5,2', '5,1', '6,0', '5,1', '1,3', '0,3', '0,4', '1,4', '0,4', '1,4', '1,4', '1,4', '2,2', '2,2', '2,2', '2,3', '2,3', '2,3', '0,4', '2,4', '1,4', '1,5', '0,5', '2,5', '2,5', '2,5']"
700893,blue,13565,"['2,1', '2,2', '2,3', '2,4', '2,5', '3,2', '3,3', '3,4', '3,4', '3,1', '2,1', '3,1']"
700893,blue,17648,"['3,1', '3,2', '3,3', '3,3', '3,3', '3,4', '3,4', '3,4', '3,4', '4,1', '4,2', '4,3']"
700893,blue,10950,"['0,0', '2,0', '4,0', '1,0', '3,0', '3,0', '3,0', '0,1', '1,2', '1,1', '0,2', '6,0', '5,0', '0,3', '0,4']"
700893,blue,14000,"['6,1', '6,3', '4,1', '2,1', '2,1', '2,1', '2,2', '2,4', '3,1', '3,2']"
700893,blue,8232,"['2,1', '2,3', '2,5', '2,2', '4,1', '4,1', '3,1', '3,1', '2,1', '3,2', '3,2', '3,2', '2,1', '2,5', '2,4', '2,5', '2,5', '4,5', '3,1', '4,1', '4,5', '3,5', '4,5', '3,5', '2,5', '2,1', '3,1', '4,1', '2,2', '3,2', '3,2', '3,3', '2,3', '3,3', '3,2', '3,2', '2,4', '2,4', '2,5', '4,5', '2,4', '2,4', '2,4', '3,2', '2,1', '2,3', '2,5', '3,2', '3,2', '3,1', '3,1', '3,3', '3,3', '2,5', '2,3', '2,2', '3,1', '3,2', '2,3', '3,4', '2,5', '2,5', '4,3', '4,3', '4,4', '3,5', '3,5', '4,4', '3,3', '2,4', '4,5', '4,5', '4,1', '4,3', '4,5', '4,1', '3,1', '2,1', '2,2', '2,3', '2,4', '3,2', '3,3', '3,4', '4,5', '4,3', '2,1', '2,3', '2,5', '3,2', '3,2', '3,4', '3,6', '3,6', '2,0', '3,2', '3,2', '3,1']"
700893,blue,5663,"['0,0', '1,1', '4,4']"
700893,blue,2290,"['1,6', '1,3', '2,4', '0,3', '6,3']"
700893,blue,1710,"['0,1', '0,0', '3,4', '1,2']"
700893,blue,10934,"['1,1', '0,1', '1,0', '1,5', '6,5', '6,1', '3,3', '4,3', '5,5', '5,1', '1,3', '6,3', '5,5', '5,1', '2,1', '5,1', '5,5', '2,5', '1,4', '1,2', '6,2', '6,4', '3,1', '3,3', '4,3', '3,1', '2,1', '5,1', '5,5', '2,5', '1,3']"
724994,white,14000,"['6,1', '6,2', '1,1', '1,4', '3,2', '3,3', '5,3', '2,4', '2,4', '2,4', '2,5']"
724994,white,7246,"['0,2', '2,2', '2,5', '1,2', '3,2', '4,2', '3,6', '3,1', '2,3']"
724994,white,5663,"['4,4', '3,3', '0,0', '4,0', '4,1', '4,5']"
724994,white,10934,"['6,5', '5,5', '6,1', '1,1', '1,5', '3,3', '4,4']"
724994,white,13565,"['4,1', '2,5', '3,4', '3,2', '5,5', '1,1', '2,1', '4,5', '4,4', '4,0']"
724994,white,17648,"['3,1', '5,1', '4,1', '4,2', '5,5', '2,4', '6,1', '2,1', '5,0', '4,4']"
724994,white,8232,"['2,1', '4,1', '4,5', '3,1', '2,4', '4,4', '5,5', '4,0', '1,1', '3,2', '3,6']"
724994,white,10950,"['0,0', '0,1', '1,0', '1,1', '1,2', '0,5', '6,5', '6,4']"
724994,white,2290,"['6,3', '1,3', '1,6', '5,4', '2,5', '6,2', '0,3']"
724994,white,1710,"['0,1', '3,1', '3,4', '0,4', '4,1', '3,5', '2,2']"
724994,blue,8232,"['4,1', '2,1', '3,4', '2,5', '4,4', '4,6']"
724994,blue,10950,"['6,4', '5,2', '6,5', '1,4', '0,2', '0,0']"
724994,blue,2290,"['6,3', '1,3', '1,6', '5,4']"
724994,blue,13565,"['4,1', '2,5', '3,2']"
724994,blue,10934,"['6,1', '1,5', '4,3', '5,3']"
724994,blue,5663,"['4,4', '4,0', '0,4', '4,3', '3,3', '3,4']"
724994,blue,14000,"['6,1', '6,3', '6,2', '6,3', '5,2', '3,3', '6,5', '6,5', '6,4', '2,4', '2,1', '5,1']"
724994,blue,17648,"['4,1', '4,2', '4,4', '3,4', '6,4', '5,0', '2,1']"
724994,blue,7246,"['0,2', '3,5', '2,5', '4,4']"
724994,blue,1710,"['3,1', '0,4', '3,5', '4,4', '2,3', '2,3', '2,3', '2,3', '1,2']"
732410,white,17648,"['4,2', '3,4', '3,1', '5,5', '2,3', '6,0', '6,3']"
732410,white,14000,"['2,4', '1,5', '5,5', '1,2', '3,0', '6,4', '6,4', '6,3', '4,3', '4,3', '4,3', '5,1', '3,4', '2,1', '1,1']"
732410,white,2290,"['3,2', '1,4', '0,5', '6,6', '5,3', '3,3', '2,4']"
732410,white,10934,"['3,4', '4,3', '2,3', '1,1', '6,5', '3,2']"
732410,white,8232,"['2,1', '4,5', '2,4', '3,3', '4,1', '4,3', '1,3', '3,0', '5,2']"
732410,white,10950,"['0,4', '0,5', '6,4']"
732410,white,5663,"['0,4', '0,5', '0,0', '4,2', '3,2', '3,2', '4,1', '3,1', '3,1', '3,1', '1,4']"
732410,white,1710,"['3,4', '0,1', '1,2', '1,2', '2,3', '2,3', '2,3', '4,3', '3,5', '2,4']"
732410,white,13565,"['2,1', '2,4', '2,4', '3,2', '2,5', '1,2', '3,5']"
732410,white,7246,"['3,2', '3,1', '3,5', '3,6', '0,5', '4,4', '1,4', '1,4', '1,4']"
732410,blue,8232,"['4,5', '2,1', '5,5', '4,5', '4,5', '4,5', '4,5', '3,3']"
732410,blue,10934,"['1,1', '6,1', '6,5', '3,3', '2,3']"
732410,blue,2290,"['1,3', '6,3', '2,4', '2,6', '5,5']"
732410,blue,5663,"['4,4', '0,0', '3,4', '0,3', '3,3']"
732410,blue,13565,"['4,5', '2,1', '3,1', '3,2']"
732410,blue,7246,"['3,2', '0,2', '0,2', '0,5', '1,4']"
732410,blue,10950,"['0,4', '6,4', '5,0', '1,2']"
732410,blue,14000,"['2,4', '2,4', '2,4', '6,1', '5,4']"
732410,blue,17648,"['3,4', '5,1', '4,2']"
732410,blue,1710,"['3,4', '0,1', '1,2']"
733098,white,13565,"['3,2', '2,1', '2,2', '2,5', '4,5', '3,4', '3,5', '4,3', '3,1']"
733098,white,17648,"['3,1', '3,4', '5,4', '4,2', '4,2', '4,2', '4,4', '4,1', '5,1', '5,3', '3,3', '2,0']"
733098,white,14000,"['3,2', '5,3', '2,2', '2,4', '6,4', '6,2', '6,1', '2,1', '3,4']"
733098,white,5663,"['4,4', '0,4', '0,0', '4,0', '1,1', '1,3', '2,4', '2,0', '0,1', '3,0', '4,2']"
733098,white,1710,"['0,0', '0,5', '3,5', '3,4', '3,1', '0,1']"
733098,white,7246,"['3,5', '1,5', '0,2', '2,2', '3,2', '3,4', '3,1', '4,4', '1,3', '0,5', '2,5', '0,6']"
733098,white,2290,"['1,3', '6,3', '1,6', '2,4', '5,5', '0,3', '1,2']"
733098,white,10934,"['1,1', '1,5', '6,5', '6,1', '3,3', '4,3', '2,2', '2,3']"
733098,white,10950,"['0,0', '0,4', '2,4', '6,4', '6,0', '3,4', '1,2', '5,2', '1,1']"
733098,white,8232,"['2,1', '2,5', '4,5', '4,1', '2,2', '1,1', '2,0', '2,6', '3,3']"
733098,blue,17648,"['4,2', '3,1', '5,4']"
733098,blue,1710,"['0,4', '3,4', '0,1', '1,2']"
733098,blue,10950,"['0,0', '6,0', '6,4', '0,4', '1,1']"
733098,blue,13565,"['2,1', '4,5', '3,5', '3,3']"
733098,blue,2290,"['1,3', '6,3', '1,6', '2,4', '5,5']"
733098,blue,7246,"['0,2', '2,2', '3,2', '3,5', '1,5']"
733098,blue,5663,"['0,0', '0,0', '0,0', '4,0', '4,4', '0,4', '4,4', '0,3']"
733098,blue,10934,"['1,1', '6,1', '6,5', '3,4']"
